category,video_id,video_path,input_frames_path,target_frame_path,template,label,placeholders
drop_object,66377,extracted_videos/20bn-something-something-v2/66377.webm,processed_data/frames/drop_object/66377_input.npy,processed_data/frames/drop_object/66377_target.npy,[Something] falling like a rock,a bottle falling like a rock,['a bottle']
drop_object,182158,extracted_videos/20bn-something-something-v2/182158.webm,processed_data/frames/drop_object/182158_input.npy,processed_data/frames/drop_object/182158_target.npy,[Something] falling like a feather or paper,soft q-tip falling like a feather or paper,['soft q-tip']
cover_object,11938,extracted_videos/20bn-something-something-v2/11938.webm,processed_data/frames/cover_object/11938_input.npy,processed_data/frames/cover_object/11938_target.npy,Uncovering [something],uncovering color pencils,['color pencils']
cover_object,160709,extracted_videos/20bn-something-something-v2/160709.webm,processed_data/frames/cover_object/160709_input.npy,processed_data/frames/cover_object/160709_target.npy,Uncovering [something],uncovering bowl,['bowl']
drop_object,17653,extracted_videos/20bn-something-something-v2/17653.webm,processed_data/frames/drop_object/17653_input.npy,processed_data/frames/drop_object/17653_target.npy,[Something] falling like a rock,a bottle falling like a rock,['a bottle']
cover_object,126514,extracted_videos/20bn-something-something-v2/126514.webm,processed_data/frames/cover_object/126514_input.npy,processed_data/frames/cover_object/126514_target.npy,Putting [something] onto [something],putting cigarette box onto rice cooker,"['cigarette box', 'rice cooker']"
cover_object,95330,extracted_videos/20bn-something-something-v2/95330.webm,processed_data/frames/cover_object/95330_input.npy,processed_data/frames/cover_object/95330_target.npy,Putting [something] onto [something],putting paint brush onto plastic coffee mug,"['paint brush', 'plastic coffee mug']"
drop_object,126637,extracted_videos/20bn-something-something-v2/126637.webm,processed_data/frames/drop_object/126637_input.npy,processed_data/frames/drop_object/126637_target.npy,Dropping [something] in front of [something],dropping lighter in front of bottle,"['lighter', 'bottle']"
drop_object,193880,extracted_videos/20bn-something-something-v2/193880.webm,processed_data/frames/drop_object/193880_input.npy,processed_data/frames/drop_object/193880_target.npy,Dropping [something] behind [something],dropping green tea pouch behind bowl,"['green tea pouch', 'bowl']"
drop_object,35078,extracted_videos/20bn-something-something-v2/35078.webm,processed_data/frames/drop_object/35078_input.npy,processed_data/frames/drop_object/35078_target.npy,Dropping [something] in front of [something],dropping transparent bottle in front of medicine,"['transparent bottle', 'medicine']"
cover_object,32064,extracted_videos/20bn-something-something-v2/32064.webm,processed_data/frames/cover_object/32064_input.npy,processed_data/frames/cover_object/32064_target.npy,Uncovering [something],uncovering tablet,['tablet']
cover_object,152745,extracted_videos/20bn-something-something-v2/152745.webm,processed_data/frames/cover_object/152745_input.npy,processed_data/frames/cover_object/152745_target.npy,Covering [something] with [something],covering lipstick with bowl,"['lipstick', 'bowl']"
move_object,15074,extracted_videos/20bn-something-something-v2/15074.webm,processed_data/frames/move_object/15074_input.npy,processed_data/frames/move_object/15074_target.npy,Moving [something] and [something] closer to each other,moving specs cleaner and dress whitener closer to each other,"['specs cleaner', 'dress whitener']"
move_object,88323,extracted_videos/20bn-something-something-v2/88323.webm,processed_data/frames/move_object/88323_input.npy,processed_data/frames/move_object/88323_target.npy,Moving [something] and [something] away from each other,moving plastic jar and plastic jar away from each other,"['plastic jar', 'plastic jar']"
cover_object,138352,extracted_videos/20bn-something-something-v2/138352.webm,processed_data/frames/cover_object/138352_input.npy,processed_data/frames/cover_object/138352_target.npy,Uncovering [something],uncovering pencil,['pencil']
move_object,32639,extracted_videos/20bn-something-something-v2/32639.webm,processed_data/frames/move_object/32639_input.npy,processed_data/frames/move_object/32639_target.npy,Moving [something] and [something] away from each other,moving pencil box and match box away from each other,"['pencil box', 'match box']"
cover_object,43606,extracted_videos/20bn-something-something-v2/43606.webm,processed_data/frames/cover_object/43606_input.npy,processed_data/frames/cover_object/43606_target.npy,Covering [something] with [something],covering a thermometer with a handkerchief,"['a thermometer', 'a handkerchief']"
drop_object,167397,extracted_videos/20bn-something-something-v2/167397.webm,processed_data/frames/drop_object/167397_input.npy,processed_data/frames/drop_object/167397_target.npy,Dropping [something] into [something],dropping a rubber band into a headphone packaging,"['a rubber band', 'a headphone packaging']"
drop_object,137598,extracted_videos/20bn-something-something-v2/137598.webm,processed_data/frames/drop_object/137598_input.npy,processed_data/frames/drop_object/137598_target.npy,Dropping [something] next to [something],dropping knife next to cup,"['knife', 'cup']"
drop_object,169234,extracted_videos/20bn-something-something-v2/169234.webm,processed_data/frames/drop_object/169234_input.npy,processed_data/frames/drop_object/169234_target.npy,"Lifting [something] up completely, then letting it drop down","lifting gas lighter up completely, then letting it drop down",['gas lighter']
move_object,86503,extracted_videos/20bn-something-something-v2/86503.webm,processed_data/frames/move_object/86503_input.npy,processed_data/frames/move_object/86503_target.npy,Pushing [something] so that it falls off the table,pushing package of biscuits so that it falls off the table,['package of biscuits']
move_object,140993,extracted_videos/20bn-something-something-v2/140993.webm,processed_data/frames/move_object/140993_input.npy,processed_data/frames/move_object/140993_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing plastic so that it almost falls off but doesn't,['plastic']
cover_object,119027,extracted_videos/20bn-something-something-v2/119027.webm,processed_data/frames/cover_object/119027_input.npy,processed_data/frames/cover_object/119027_target.npy,Uncovering [something],uncovering a ball,['a ball']
drop_object,84117,extracted_videos/20bn-something-something-v2/84117.webm,processed_data/frames/drop_object/84117_input.npy,processed_data/frames/drop_object/84117_target.npy,Dropping [something] in front of [something],dropping pen in front of cup,"['pen', 'cup']"
drop_object,170206,extracted_videos/20bn-something-something-v2/170206.webm,processed_data/frames/drop_object/170206_input.npy,processed_data/frames/drop_object/170206_target.npy,"Lifting [something] up completely, then letting it drop down","lifting pencil up completely, then letting it drop down",['pencil']
move_object,46589,extracted_videos/20bn-something-something-v2/46589.webm,processed_data/frames/move_object/46589_input.npy,processed_data/frames/move_object/46589_target.npy,Pushing [something] so that it slightly moves,pushing coin so that it slightly moves,['coin']
drop_object,9002,extracted_videos/20bn-something-something-v2/9002.webm,processed_data/frames/drop_object/9002_input.npy,processed_data/frames/drop_object/9002_target.npy,"Lifting [something] up completely, then letting it drop down","lifting a surface up completely, then letting it drop down",['a surface']
cover_object,170939,extracted_videos/20bn-something-something-v2/170939.webm,processed_data/frames/cover_object/170939_input.npy,processed_data/frames/cover_object/170939_target.npy,Showing [something] on top of [something],showing white watch on top of velvet jewellery box,"['white watch', 'velvet jewellery box']"
move_object,211263,extracted_videos/20bn-something-something-v2/211263.webm,processed_data/frames/move_object/211263_input.npy,processed_data/frames/move_object/211263_target.npy,Pulling [something] from behind of [something],pulling wooden scale from behind of comfort fabric conditioner,"['wooden scale', 'comfort fabric conditioner']"
move_object,3494,extracted_videos/20bn-something-something-v2/3494.webm,processed_data/frames/move_object/3494_input.npy,processed_data/frames/move_object/3494_target.npy,Pushing [something] from right to left,pushing marker from right to left,['marker']
move_object,22372,extracted_videos/20bn-something-something-v2/22372.webm,processed_data/frames/move_object/22372_input.npy,processed_data/frames/move_object/22372_target.npy,Pushing [something] onto [something],pushing the tea strainer onto the vegetable crater,"['the tea strainer', 'the vegetable crater']"
drop_object,69847,extracted_videos/20bn-something-something-v2/69847.webm,processed_data/frames/drop_object/69847_input.npy,processed_data/frames/drop_object/69847_target.npy,"Lifting [something] up completely, then letting it drop down","lifting toy up completely, then letting it drop down",['toy']
drop_object,116353,extracted_videos/20bn-something-something-v2/116353.webm,processed_data/frames/drop_object/116353_input.npy,processed_data/frames/drop_object/116353_target.npy,[Something] falling like a rock,insulanting tape falling like a rock,['insulanting tape']
cover_object,129693,extracted_videos/20bn-something-something-v2/129693.webm,processed_data/frames/cover_object/129693_input.npy,processed_data/frames/cover_object/129693_target.npy,Putting [something] onto [something],putting pen onto bag,"['pen', 'bag']"
cover_object,175912,extracted_videos/20bn-something-something-v2/175912.webm,processed_data/frames/cover_object/175912_input.npy,processed_data/frames/cover_object/175912_target.npy,Covering [something] with [something],covering a lemon with a dish,"['a lemon', 'a dish']"
cover_object,191844,extracted_videos/20bn-something-something-v2/191844.webm,processed_data/frames/cover_object/191844_input.npy,processed_data/frames/cover_object/191844_target.npy,Uncovering [something],uncovering card,['card']
cover_object,218569,extracted_videos/20bn-something-something-v2/218569.webm,processed_data/frames/cover_object/218569_input.npy,processed_data/frames/cover_object/218569_target.npy,Showing [something] on top of [something],showing a water bottle on top of a book,"['a water bottle', 'a book']"
move_object,149833,extracted_videos/20bn-something-something-v2/149833.webm,processed_data/frames/move_object/149833_input.npy,processed_data/frames/move_object/149833_target.npy,Moving [something] and [something] closer to each other,moving clay jug and steel jug closer to each other,"['clay jug', 'steel jug']"
drop_object,193010,extracted_videos/20bn-something-something-v2/193010.webm,processed_data/frames/drop_object/193010_input.npy,processed_data/frames/drop_object/193010_target.npy,Dropping [something] onto [something],dropping a triangle ruler onto a black carpet,"['a triangle ruler', 'a black carpet']"
move_object,131215,extracted_videos/20bn-something-something-v2/131215.webm,processed_data/frames/move_object/131215_input.npy,processed_data/frames/move_object/131215_target.npy,Pulling [something] from behind of [something],pulling body spray from behind of stack of plastic coffee cup,"['body spray', 'stack of plastic coffee cup']"
cover_object,105742,extracted_videos/20bn-something-something-v2/105742.webm,processed_data/frames/cover_object/105742_input.npy,processed_data/frames/cover_object/105742_target.npy,Putting [something] onto [something],putting leaf onto drum,"['leaf', 'drum']"
cover_object,152691,extracted_videos/20bn-something-something-v2/152691.webm,processed_data/frames/cover_object/152691_input.npy,processed_data/frames/cover_object/152691_target.npy,Uncovering [something],uncovering color pencils,['color pencils']
cover_object,62233,extracted_videos/20bn-something-something-v2/62233.webm,processed_data/frames/cover_object/62233_input.npy,processed_data/frames/cover_object/62233_target.npy,Covering [something] with [something],covering pliers with shirt,"['pliers', 'shirt']"
drop_object,115504,extracted_videos/20bn-something-something-v2/115504.webm,processed_data/frames/drop_object/115504_input.npy,processed_data/frames/drop_object/115504_target.npy,"Lifting [something] up completely, then letting it drop down","lifting pencil up completely, then letting it drop down",['pencil']
drop_object,169886,extracted_videos/20bn-something-something-v2/169886.webm,processed_data/frames/drop_object/169886_input.npy,processed_data/frames/drop_object/169886_target.npy,Dropping [something] onto [something],dropping remote onto floor,"['remote', 'floor']"
move_object,176031,extracted_videos/20bn-something-something-v2/176031.webm,processed_data/frames/move_object/176031_input.npy,processed_data/frames/move_object/176031_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing plastic bottle so that it almost falls off but doesn't,['plastic bottle']
cover_object,84713,extracted_videos/20bn-something-something-v2/84713.webm,processed_data/frames/cover_object/84713_input.npy,processed_data/frames/cover_object/84713_target.npy,Uncovering [something],uncovering key,['key']
drop_object,63296,extracted_videos/20bn-something-something-v2/63296.webm,processed_data/frames/drop_object/63296_input.npy,processed_data/frames/drop_object/63296_target.npy,Dropping [something] in front of [something],dropping coffee box in front of wall,"['coffee box', 'wall']"
move_object,186168,extracted_videos/20bn-something-something-v2/186168.webm,processed_data/frames/move_object/186168_input.npy,processed_data/frames/move_object/186168_target.npy,Moving [something] away from [something],moving hair oil away from dress cleaner,"['hair oil', 'dress cleaner']"
move_object,79709,extracted_videos/20bn-something-something-v2/79709.webm,processed_data/frames/move_object/79709_input.npy,processed_data/frames/move_object/79709_target.npy,Pushing [something] so that it falls off the table,pushing pin so that it falls off the table,['pin']
drop_object,119307,extracted_videos/20bn-something-something-v2/119307.webm,processed_data/frames/drop_object/119307_input.npy,processed_data/frames/drop_object/119307_target.npy,Dropping [something] behind [something],dropping cards behind container,"['cards', 'container']"
cover_object,153944,extracted_videos/20bn-something-something-v2/153944.webm,processed_data/frames/cover_object/153944_input.npy,processed_data/frames/cover_object/153944_target.npy,Putting [something] onto [something],putting a plastic jug onto table,"['a plastic jug', 'table']"
drop_object,9377,extracted_videos/20bn-something-something-v2/9377.webm,processed_data/frames/drop_object/9377_input.npy,processed_data/frames/drop_object/9377_target.npy,Dropping [something] behind [something],dropping phone's back cover behind camera bag,"[""phone's back cover"", 'camera bag']"
move_object,16355,extracted_videos/20bn-something-something-v2/16355.webm,processed_data/frames/move_object/16355_input.npy,processed_data/frames/move_object/16355_target.npy,Pushing [something] with [something],pushing torch with magnifying glass,"['torch', 'magnifying glass']"
cover_object,106948,extracted_videos/20bn-something-something-v2/106948.webm,processed_data/frames/cover_object/106948_input.npy,processed_data/frames/cover_object/106948_target.npy,Showing [something] on top of [something],showing calculator on top of paint brush,"['calculator', 'paint brush']"
drop_object,30486,extracted_videos/20bn-something-something-v2/30486.webm,processed_data/frames/drop_object/30486_input.npy,processed_data/frames/drop_object/30486_target.npy,Dropping [something] onto [something],dropping tshirt onto chair,"['tshirt', 'chair']"
drop_object,165221,extracted_videos/20bn-something-something-v2/165221.webm,processed_data/frames/drop_object/165221_input.npy,processed_data/frames/drop_object/165221_target.npy,[Something] falling like a feather or paper,leaf falling like a feather or paper,['leaf']
drop_object,92114,extracted_videos/20bn-something-something-v2/92114.webm,processed_data/frames/drop_object/92114_input.npy,processed_data/frames/drop_object/92114_target.npy,Dropping [something] onto [something],dropping padlock onto table,"['padlock', 'table']"
move_object,165299,extracted_videos/20bn-something-something-v2/165299.webm,processed_data/frames/move_object/165299_input.npy,processed_data/frames/move_object/165299_target.npy,Pushing [something] from left to right,pushing ball from left to right,['ball']
drop_object,32284,extracted_videos/20bn-something-something-v2/32284.webm,processed_data/frames/drop_object/32284_input.npy,processed_data/frames/drop_object/32284_target.npy,Dropping [something] into [something],dropping binoculars into bowl,"['binoculars', 'bowl']"
move_object,28159,extracted_videos/20bn-something-something-v2/28159.webm,processed_data/frames/move_object/28159_input.npy,processed_data/frames/move_object/28159_target.npy,Pushing [something] from right to left,pushing adapter from right to left,['adapter']
drop_object,108620,extracted_videos/20bn-something-something-v2/108620.webm,processed_data/frames/drop_object/108620_input.npy,processed_data/frames/drop_object/108620_target.npy,"Lifting [something] up completely, then letting it drop down","lifting knife up completely, then letting it drop down",['knife']
cover_object,43460,extracted_videos/20bn-something-something-v2/43460.webm,processed_data/frames/cover_object/43460_input.npy,processed_data/frames/cover_object/43460_target.npy,Putting [something] onto [something],putting eyeglasses onto emergency lamp,"['eyeglasses', 'emergency lamp']"
drop_object,15008,extracted_videos/20bn-something-something-v2/15008.webm,processed_data/frames/drop_object/15008_input.npy,processed_data/frames/drop_object/15008_target.npy,[Something] falling like a rock,tube falling like a rock,['tube']
move_object,127810,extracted_videos/20bn-something-something-v2/127810.webm,processed_data/frames/move_object/127810_input.npy,processed_data/frames/move_object/127810_target.npy,Pulling [something] onto [something],pulling watch onto table,"['watch', 'table']"
cover_object,204618,extracted_videos/20bn-something-something-v2/204618.webm,processed_data/frames/cover_object/204618_input.npy,processed_data/frames/cover_object/204618_target.npy,Uncovering [something],uncovering mouse,['mouse']
drop_object,181014,extracted_videos/20bn-something-something-v2/181014.webm,processed_data/frames/drop_object/181014_input.npy,processed_data/frames/drop_object/181014_target.npy,Dropping [something] next to [something],dropping a battery next to an image,"['a battery', 'an image']"
cover_object,158021,extracted_videos/20bn-something-something-v2/158021.webm,processed_data/frames/cover_object/158021_input.npy,processed_data/frames/cover_object/158021_target.npy,Putting [something] onto [something],putting pumpkin piece onto table,"['pumpkin piece', 'table']"
move_object,27813,extracted_videos/20bn-something-something-v2/27813.webm,processed_data/frames/move_object/27813_input.npy,processed_data/frames/move_object/27813_target.npy,Moving [something] up,moving sulfite sheets up,['sulfite sheets']
drop_object,122774,extracted_videos/20bn-something-something-v2/122774.webm,processed_data/frames/drop_object/122774_input.npy,processed_data/frames/drop_object/122774_target.npy,[Something] falling like a rock,watch falling like a rock,['watch']
drop_object,148935,extracted_videos/20bn-something-something-v2/148935.webm,processed_data/frames/drop_object/148935_input.npy,processed_data/frames/drop_object/148935_target.npy,Dropping [something] into [something],dropping pen into cup,"['pen', 'cup']"
drop_object,129853,extracted_videos/20bn-something-something-v2/129853.webm,processed_data/frames/drop_object/129853_input.npy,processed_data/frames/drop_object/129853_target.npy,Dropping [something] behind [something],dropping watch behind pen,"['watch', 'pen']"
move_object,109172,extracted_videos/20bn-something-something-v2/109172.webm,processed_data/frames/move_object/109172_input.npy,processed_data/frames/move_object/109172_target.npy,Moving [something] away from [something],moving sharpener away from lip balm,"['sharpener', 'lip balm']"
drop_object,153228,extracted_videos/20bn-something-something-v2/153228.webm,processed_data/frames/drop_object/153228_input.npy,processed_data/frames/drop_object/153228_target.npy,Dropping [something] in front of [something],dropping pen in front of tumbler,"['pen', 'tumbler']"
drop_object,92100,extracted_videos/20bn-something-something-v2/92100.webm,processed_data/frames/drop_object/92100_input.npy,processed_data/frames/drop_object/92100_target.npy,Dropping [something] next to [something],dropping earings next to power bank,"['earings', 'power bank']"
drop_object,120357,extracted_videos/20bn-something-something-v2/120357.webm,processed_data/frames/drop_object/120357_input.npy,processed_data/frames/drop_object/120357_target.npy,Dropping [something] behind [something],dropping marker behind cell phone,"['marker', 'cell phone']"
cover_object,151756,extracted_videos/20bn-something-something-v2/151756.webm,processed_data/frames/cover_object/151756_input.npy,processed_data/frames/cover_object/151756_target.npy,Uncovering [something],uncovering pen,['pen']
move_object,170704,extracted_videos/20bn-something-something-v2/170704.webm,processed_data/frames/move_object/170704_input.npy,processed_data/frames/move_object/170704_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing aluminium foil so that it almost falls off but doesn't,['aluminium foil']
move_object,187709,extracted_videos/20bn-something-something-v2/187709.webm,processed_data/frames/move_object/187709_input.npy,processed_data/frames/move_object/187709_target.npy,Moving [something] and [something] away from each other,moving mouse and jar away from each other,"['mouse', 'jar']"
cover_object,91883,extracted_videos/20bn-something-something-v2/91883.webm,processed_data/frames/cover_object/91883_input.npy,processed_data/frames/cover_object/91883_target.npy,Covering [something] with [something],covering crayon with paper,"['crayon', 'paper']"
drop_object,101425,extracted_videos/20bn-something-something-v2/101425.webm,processed_data/frames/drop_object/101425_input.npy,processed_data/frames/drop_object/101425_target.npy,[Something] falling like a rock,a slice of bread falling like a rock,['a slice of bread']
cover_object,24466,extracted_videos/20bn-something-something-v2/24466.webm,processed_data/frames/cover_object/24466_input.npy,processed_data/frames/cover_object/24466_target.npy,Showing [something] on top of [something],showing night light on top of desk,"['night light', 'desk']"
move_object,44949,extracted_videos/20bn-something-something-v2/44949.webm,processed_data/frames/move_object/44949_input.npy,processed_data/frames/move_object/44949_target.npy,Touching (without moving) [part] of [something],touching (without moving) door opener of car,"['door opener', 'car']"
cover_object,170192,extracted_videos/20bn-something-something-v2/170192.webm,processed_data/frames/cover_object/170192_input.npy,processed_data/frames/cover_object/170192_target.npy,Uncovering [something],uncovering dog leash,['dog leash']
cover_object,205669,extracted_videos/20bn-something-something-v2/205669.webm,processed_data/frames/cover_object/205669_input.npy,processed_data/frames/cover_object/205669_target.npy,Showing [something] on top of [something],showing a pen on top of a cup,"['a pen', 'a cup']"
move_object,200179,extracted_videos/20bn-something-something-v2/200179.webm,processed_data/frames/move_object/200179_input.npy,processed_data/frames/move_object/200179_target.npy,Pushing [something] with [something],pushing case glasses with tv remote,"['case glasses', 'tv remote']"
move_object,61703,extracted_videos/20bn-something-something-v2/61703.webm,processed_data/frames/move_object/61703_input.npy,processed_data/frames/move_object/61703_target.npy,Pushing [something] so that it falls off the table,pushing fruit so that it falls off the table,['fruit']
cover_object,53776,extracted_videos/20bn-something-something-v2/53776.webm,processed_data/frames/cover_object/53776_input.npy,processed_data/frames/cover_object/53776_target.npy,Uncovering [something],uncovering mouse,['mouse']
move_object,184355,extracted_videos/20bn-something-something-v2/184355.webm,processed_data/frames/move_object/184355_input.npy,processed_data/frames/move_object/184355_target.npy,Moving [something] down,moving staple down,['staple']
move_object,181538,extracted_videos/20bn-something-something-v2/181538.webm,processed_data/frames/move_object/181538_input.npy,processed_data/frames/move_object/181538_target.npy,Pushing [something] from left to right,pushing knife from left to right,['knife']
drop_object,98194,extracted_videos/20bn-something-something-v2/98194.webm,processed_data/frames/drop_object/98194_input.npy,processed_data/frames/drop_object/98194_target.npy,Dropping [something] in front of [something],dropping carabiner in front of lighter,"['carabiner', 'lighter']"
move_object,132583,extracted_videos/20bn-something-something-v2/132583.webm,processed_data/frames/move_object/132583_input.npy,processed_data/frames/move_object/132583_target.npy,Pulling [something] from left to right,pulling a ball from left to right,['a ball']
cover_object,14890,extracted_videos/20bn-something-something-v2/14890.webm,processed_data/frames/cover_object/14890_input.npy,processed_data/frames/cover_object/14890_target.npy,Uncovering [something],uncovering a small cup,['a small cup']
drop_object,119666,extracted_videos/20bn-something-something-v2/119666.webm,processed_data/frames/drop_object/119666_input.npy,processed_data/frames/drop_object/119666_target.npy,Dropping [something] in front of [something],dropping magazine in front of cup,"['magazine', 'cup']"
cover_object,121125,extracted_videos/20bn-something-something-v2/121125.webm,processed_data/frames/cover_object/121125_input.npy,processed_data/frames/cover_object/121125_target.npy,Uncovering [something],uncovering cutter,['cutter']
move_object,161679,extracted_videos/20bn-something-something-v2/161679.webm,processed_data/frames/move_object/161679_input.npy,processed_data/frames/move_object/161679_target.npy,Moving [something] up,moving black knife up,['black knife']
move_object,116241,extracted_videos/20bn-something-something-v2/116241.webm,processed_data/frames/move_object/116241_input.npy,processed_data/frames/move_object/116241_target.npy,Moving [something] down,moving mobile down,['mobile']
drop_object,29364,extracted_videos/20bn-something-something-v2/29364.webm,processed_data/frames/drop_object/29364_input.npy,processed_data/frames/drop_object/29364_target.npy,"Lifting [something] up completely, then letting it drop down","lifting a book up completely, then letting it drop down",['a book']
move_object,215326,extracted_videos/20bn-something-something-v2/215326.webm,processed_data/frames/move_object/215326_input.npy,processed_data/frames/move_object/215326_target.npy,Pulling [something] from right to left,pulling color pencils from right to left,['color pencils']
drop_object,31451,extracted_videos/20bn-something-something-v2/31451.webm,processed_data/frames/drop_object/31451_input.npy,processed_data/frames/drop_object/31451_target.npy,Dropping [something] next to [something],dropping compact disk next to potato,"['compact disk', 'potato']"
drop_object,105139,extracted_videos/20bn-something-something-v2/105139.webm,processed_data/frames/drop_object/105139_input.npy,processed_data/frames/drop_object/105139_target.npy,Dropping [something] onto [something],dropping boot onto floor,"['boot', 'floor']"
drop_object,25156,extracted_videos/20bn-something-something-v2/25156.webm,processed_data/frames/drop_object/25156_input.npy,processed_data/frames/drop_object/25156_target.npy,[Something] falling like a feather or paper,a paper falling like a feather or paper,['a paper']
cover_object,190487,extracted_videos/20bn-something-something-v2/190487.webm,processed_data/frames/cover_object/190487_input.npy,processed_data/frames/cover_object/190487_target.npy,Putting [something] onto [something],putting crate onto shelf,"['crate', 'shelf']"
cover_object,125550,extracted_videos/20bn-something-something-v2/125550.webm,processed_data/frames/cover_object/125550_input.npy,processed_data/frames/cover_object/125550_target.npy,Showing [something] on top of [something],showing vegetable oil on top of fridge,"['vegetable oil', 'fridge']"
cover_object,138242,extracted_videos/20bn-something-something-v2/138242.webm,processed_data/frames/cover_object/138242_input.npy,processed_data/frames/cover_object/138242_target.npy,Covering [something] with [something],covering pencil with paper,"['pencil', 'paper']"
move_object,169677,extracted_videos/20bn-something-something-v2/169677.webm,processed_data/frames/move_object/169677_input.npy,processed_data/frames/move_object/169677_target.npy,Pushing [something] from right to left,pushing paper from right to left,['paper']
move_object,97379,extracted_videos/20bn-something-something-v2/97379.webm,processed_data/frames/move_object/97379_input.npy,processed_data/frames/move_object/97379_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing mixer so that it almost falls off but doesn't,['mixer']
cover_object,178556,extracted_videos/20bn-something-something-v2/178556.webm,processed_data/frames/cover_object/178556_input.npy,processed_data/frames/cover_object/178556_target.npy,Covering [something] with [something],covering mustard bottle with towel,"['mustard bottle', 'towel']"
